case_id,campaign_group,fluid,topology,open_ratio,reynolds_number,tdp_per_chip_W,num_chips,total_heat_W,inlet_temp_C,inlet_velocity_m_s,flow_rate_LPM,is_out_of_sample,holdout_category,raw_data_location
DOE_Case_105,Fluid_Sensitivity,PAO-4,Plate-Fin,0.1,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_105
DOE_Case_106,Fluid_Sensitivity,PAO-4,Plate-Fin,0.2,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_106
DOE_Case_107,Fluid_Sensitivity,PAO-4,Plate-Fin,0.2,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_107
DOE_Case_108,Fluid_Sensitivity,PAO-4,Plate-Fin,0.2,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_108
DOE_Case_109,Fluid_Sensitivity,PAO-4,Plate-Fin,0.3,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_109
DOE_Case_110,Fluid_Sensitivity,PAO-4,Plate-Fin,0.3,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_110
DOE_Case_111,Fluid_Sensitivity,PAO-4,Plate-Fin,0.3,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_111
DOE_Case_112,Fluid_Sensitivity,PAO-4,Plate-Fin,0.4,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_112
DOE_Case_113,Fluid_Sensitivity,PAO-4,Plate-Fin,0.4,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_113
DOE_Case_114,Fluid_Sensitivity,PAO-4,Plate-Fin,0.4,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_114
DOE_Case_115,Fluid_Sensitivity,PAO-4,Plate-Fin,0.5,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_115
DOE_Case_116,Fluid_Sensitivity,PAO-4,Plate-Fin,0.5,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_116
DOE_Case_117,Fluid_Sensitivity,PAO-4,Plate-Fin,0.5,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_117
DOE_Case_118,Fluid_Sensitivity,PAO-4,Plate-Fin,0.6,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_118
DOE_Case_119,Fluid_Sensitivity,PAO-4,Plate-Fin,0.6,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_119
DOE_Case_120,Fluid_Sensitivity,PAO-4,Plate-Fin,0.6,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_120
DOE_Case_121,Fluid_Sensitivity,PAO-4,Plate-Fin,0.7,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_121
DOE_Case_122,Fluid_Sensitivity,PAO-4,Plate-Fin,0.7,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_122
DOE_Case_123,Fluid_Sensitivity,PAO-4,Plate-Fin,0.7,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_123
DOE_Case_124,Fluid_Sensitivity,PAO-4,Plate-Fin,0.8,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_124
DOE_Case_125,Fluid_Sensitivity,PAO-4,Plate-Fin,0.8,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_125
DOE_Case_126,Fluid_Sensitivity,PAO-4,Plate-Fin,0.8,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_126
DOE_Case_127,Fluid_Sensitivity,PAO-4,Plate-Fin,0.9,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_127
DOE_Case_128,Fluid_Sensitivity,PAO-4,Plate-Fin,0.9,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_128
DOE_Case_129,Fluid_Sensitivity,PAO-4,Plate-Fin,0.9,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_129
DOE_Case_130,Fluid_Sensitivity,PAO-4,Plate-Fin,1.0,50,700.0,2,1400.0,25.0,0.013235,4.942,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_130
DOE_Case_131,Fluid_Sensitivity,PAO-4,Plate-Fin,1.0,250,700.0,2,1400.0,25.0,0.066177,24.709,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_131
DOE_Case_132,Fluid_Sensitivity,PAO-4,Plate-Fin,1.0,750,700.0,2,1400.0,25.0,0.198532,74.128,False,HOLDOUT_FLUID_PAO-4,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_132
DOE_Case_133,Fluid_Sensitivity,EFL-1,Plate-Fin,0.0,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_133
DOE_Case_134,Fluid_Sensitivity,EFL-1,Plate-Fin,0.0,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_134
DOE_Case_135,Fluid_Sensitivity,EFL-1,Plate-Fin,0.0,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_135
DOE_Case_136,Fluid_Sensitivity,EFL-1,Plate-Fin,0.1,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_136
DOE_Case_137,Fluid_Sensitivity,EFL-1,Plate-Fin,0.1,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_137
DOE_Case_138,Fluid_Sensitivity,EFL-1,Plate-Fin,0.1,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_138
DOE_Case_139,Fluid_Sensitivity,EFL-1,Plate-Fin,0.2,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_139
DOE_Case_140,Fluid_Sensitivity,EFL-1,Plate-Fin,0.2,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_140
DOE_Case_141,Fluid_Sensitivity,EFL-1,Plate-Fin,0.2,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_141
DOE_Case_142,Fluid_Sensitivity,EFL-1,Plate-Fin,0.3,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_142
DOE_Case_143,Fluid_Sensitivity,EFL-1,Plate-Fin,0.3,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_143
DOE_Case_144,Fluid_Sensitivity,EFL-1,Plate-Fin,0.3,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_144
DOE_Case_145,Fluid_Sensitivity,EFL-1,Plate-Fin,0.4,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_145
DOE_Case_146,Fluid_Sensitivity,EFL-1,Plate-Fin,0.4,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_146
DOE_Case_147,Fluid_Sensitivity,EFL-1,Plate-Fin,0.4,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_147
DOE_Case_148,Fluid_Sensitivity,EFL-1,Plate-Fin,0.5,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_148
DOE_Case_149,Fluid_Sensitivity,EFL-1,Plate-Fin,0.5,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_149
DOE_Case_150,Fluid_Sensitivity,EFL-1,Plate-Fin,0.5,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_150
DOE_Case_151,Fluid_Sensitivity,EFL-1,Plate-Fin,0.6,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_151
DOE_Case_152,Fluid_Sensitivity,EFL-1,Plate-Fin,0.6,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_152
DOE_Case_153,Fluid_Sensitivity,EFL-1,Plate-Fin,0.6,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_153
DOE_Case_154,Fluid_Sensitivity,EFL-1,Plate-Fin,0.7,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_154
DOE_Case_155,Fluid_Sensitivity,EFL-1,Plate-Fin,0.7,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_155
DOE_Case_156,Fluid_Sensitivity,EFL-1,Plate-Fin,0.7,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_156
DOE_Case_157,Fluid_Sensitivity,EFL-1,Plate-Fin,0.8,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_157
DOE_Case_158,Fluid_Sensitivity,EFL-1,Plate-Fin,0.8,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_158
DOE_Case_159,Fluid_Sensitivity,EFL-1,Plate-Fin,0.8,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_159
DOE_Case_160,Fluid_Sensitivity,EFL-1,Plate-Fin,0.9,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_160
DOE_Case_161,Fluid_Sensitivity,EFL-1,Plate-Fin,0.9,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_161
DOE_Case_162,Fluid_Sensitivity,EFL-1,Plate-Fin,0.9,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_162
DOE_Case_163,Fluid_Sensitivity,EFL-1,Plate-Fin,1.0,50,700.0,2,1400.0,25.0,0.001087,0.406,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_163
DOE_Case_164,Fluid_Sensitivity,EFL-1,Plate-Fin,1.0,250,700.0,2,1400.0,25.0,0.005433,2.029,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_164
DOE_Case_165,Fluid_Sensitivity,EFL-1,Plate-Fin,1.0,750,700.0,2,1400.0,25.0,0.016299,6.086,False,HOLDOUT_FLUID_EFL-1,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_165
DOE_Case_166,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.0,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_166
DOE_Case_167,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.0,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_167
DOE_Case_168,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.1,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_168
DOE_Case_169,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.1,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_169
DOE_Case_170,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.2,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_170
DOE_Case_171,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.2,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_171
DOE_Case_172,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.3,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_172
DOE_Case_173,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.3,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_173
DOE_Case_174,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.4,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_174
DOE_Case_175,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.4,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_175
DOE_Case_176,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.5,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_176
DOE_Case_177,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.5,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_177
DOE_Case_178,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.6,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_178
DOE_Case_179,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.6,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_179
DOE_Case_180,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.7,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_180
DOE_Case_181,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.7,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_181
DOE_Case_182,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.8,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_182
DOE_Case_183,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.8,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_183
DOE_Case_184,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.9,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_184
DOE_Case_185,Topology_Sensitivity,FC-40,Micro-Pin-Fin,0.9,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_185
DOE_Case_186,Topology_Sensitivity,FC-40,Micro-Pin-Fin,1.0,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_186
DOE_Case_187,Topology_Sensitivity,FC-40,Micro-Pin-Fin,1.0,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Micro-Pin-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_187
DOE_Case_188,Topology_Sensitivity,FC-40,Oblique-Fin,0.0,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_188
DOE_Case_189,Topology_Sensitivity,FC-40,Oblique-Fin,0.0,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_189
DOE_Case_190,Topology_Sensitivity,FC-40,Oblique-Fin,0.1,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_190
DOE_Case_191,Topology_Sensitivity,FC-40,Oblique-Fin,0.1,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_191
DOE_Case_192,Topology_Sensitivity,FC-40,Oblique-Fin,0.2,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_192
DOE_Case_193,Topology_Sensitivity,FC-40,Oblique-Fin,0.2,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_193
DOE_Case_194,Topology_Sensitivity,FC-40,Oblique-Fin,0.3,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_194
DOE_Case_195,Topology_Sensitivity,FC-40,Oblique-Fin,0.3,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_195
DOE_Case_196,Topology_Sensitivity,FC-40,Oblique-Fin,0.4,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_196
DOE_Case_197,Topology_Sensitivity,FC-40,Oblique-Fin,0.4,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_197
DOE_Case_198,Topology_Sensitivity,FC-40,Oblique-Fin,0.5,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_198
DOE_Case_199,Topology_Sensitivity,FC-40,Oblique-Fin,0.5,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_199
DOE_Case_200,Topology_Sensitivity,FC-40,Oblique-Fin,0.6,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_200
DOE_Case_201,Topology_Sensitivity,FC-40,Oblique-Fin,0.6,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_201
DOE_Case_202,Topology_Sensitivity,FC-40,Oblique-Fin,0.7,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_202
DOE_Case_203,Topology_Sensitivity,FC-40,Oblique-Fin,0.7,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_203
DOE_Case_204,Topology_Sensitivity,FC-40,Oblique-Fin,0.8,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_204
DOE_Case_205,Topology_Sensitivity,FC-40,Oblique-Fin,0.8,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_205
DOE_Case_206,Topology_Sensitivity,FC-40,Oblique-Fin,0.9,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_206
DOE_Case_207,Topology_Sensitivity,FC-40,Oblique-Fin,0.9,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_207
DOE_Case_208,Topology_Sensitivity,FC-40,Oblique-Fin,1.0,100,700.0,2,1400.0,25.0,0.002796,1.044,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_208
