case_id,campaign_group,open_ratio,reynolds_number,fluid,topology,tdp_per_chip_W,flow_rate_LPM,bypass_fraction_pct,thermal_resistance_K_W,T_chip_max_C,pressure_drop_total_Pa,nusselt_number,pumping_power_W,figure_of_merit_K_inv,status
DOE_Case_214,ThermalLoad_Sensitivity,1.0,250,FC-40,Plate-Fin,300.0,2.61,,,,,,,,PENDING
DOE_Case_215,ThermalLoad_Sensitivity,0.0,250,FC-40,Plate-Fin,500.0,2.61,,,,,,,,PENDING
DOE_Case_216,ThermalLoad_Sensitivity,0.25,250,FC-40,Plate-Fin,500.0,2.61,,,,,,,,PENDING
DOE_Case_217,ThermalLoad_Sensitivity,0.5,250,FC-40,Plate-Fin,500.0,2.61,,,,,,,,PENDING
DOE_Case_218,ThermalLoad_Sensitivity,0.75,250,FC-40,Plate-Fin,500.0,2.61,,,,,,,,PENDING
DOE_Case_219,ThermalLoad_Sensitivity,1.0,250,FC-40,Plate-Fin,500.0,2.61,,,,,,,,PENDING
DOE_Case_220,ThermalLoad_Sensitivity,0.0,250,FC-40,Plate-Fin,850.0,2.61,,,,,,,,PENDING
DOE_Case_221,ThermalLoad_Sensitivity,0.25,250,FC-40,Plate-Fin,850.0,2.61,,,,,,,,PENDING
DOE_Case_222,ThermalLoad_Sensitivity,0.5,250,FC-40,Plate-Fin,850.0,2.61,,,,,,,,PENDING
DOE_Case_223,ThermalLoad_Sensitivity,0.75,250,FC-40,Plate-Fin,850.0,2.61,,,,,,,,PENDING
DOE_Case_224,ThermalLoad_Sensitivity,1.0,250,FC-40,Plate-Fin,850.0,2.61,,,,,,,,PENDING
DOE_Case_225,ThermalLoad_Sensitivity,0.0,250,FC-40,Plate-Fin,1000.0,2.61,,,,,,,,PENDING
DOE_Case_226,ThermalLoad_Sensitivity,0.25,250,FC-40,Plate-Fin,1000.0,2.61,,,,,,,,PENDING
DOE_Case_227,ThermalLoad_Sensitivity,0.5,250,FC-40,Plate-Fin,1000.0,2.61,,,,,,,,PENDING
DOE_Case_228,ThermalLoad_Sensitivity,0.75,250,FC-40,Plate-Fin,1000.0,2.61,,,,,,,,PENDING
DOE_Case_229,ThermalLoad_Sensitivity,1.0,250,FC-40,Plate-Fin,1000.0,2.61,,,,,,,,PENDING
DOE_Case_230,ThermalLoad_Sensitivity,0.0,250,FC-40,Plate-Fin,1200.0,2.61,,,,,,,,PENDING
DOE_Case_231,ThermalLoad_Sensitivity,0.25,250,FC-40,Plate-Fin,1200.0,2.61,,,,,,,,PENDING
DOE_Case_232,ThermalLoad_Sensitivity,0.5,250,FC-40,Plate-Fin,1200.0,2.61,,,,,,,,PENDING
DOE_Case_233,ThermalLoad_Sensitivity,0.75,250,FC-40,Plate-Fin,1200.0,2.61,,,,,,,,PENDING
DOE_Case_234,ThermalLoad_Sensitivity,1.0,250,FC-40,Plate-Fin,1200.0,2.61,,,,,,,,PENDING
DOE_Case_235,OutOfSample_Validation,0.15,75,FC-40,Plate-Fin,700.0,0.783,,,,,,,,PENDING
DOE_Case_236,OutOfSample_Validation,0.35,175,FC-40,Plate-Fin,700.0,1.827,,,,,,,,PENDING
DOE_Case_237,OutOfSample_Validation,0.65,350,FC-40,Plate-Fin,700.0,3.654,,,,,,,,PENDING
DOE_Case_238,OutOfSample_Validation,0.85,600,FC-40,Plate-Fin,700.0,6.264,,,,,,,,PENDING
DOE_Case_239,OutOfSample_Validation,0.25,125,PAO-4,Plate-Fin,700.0,12.355,,,,,,,,PENDING
DOE_Case_240,OutOfSample_Validation,0.75,400,PAO-4,Plate-Fin,700.0,39.535,,,,,,,,PENDING
DOE_Case_241,OutOfSample_Validation,0.15,150,EFL-1,Plate-Fin,700.0,1.217,,,,,,,,PENDING
DOE_Case_242,OutOfSample_Validation,0.65,500,EFL-1,Plate-Fin,700.0,4.057,,,,,,,,PENDING
DOE_Case_243,OutOfSample_Validation,0.35,200,FC-40,Micro-Pin-Fin,700.0,2.088,,,,,,,,PENDING
DOE_Case_244,OutOfSample_Validation,0.75,350,FC-40,Micro-Pin-Fin,700.0,3.654,,,,,,,,PENDING
DOE_Case_245,OutOfSample_Validation,0.25,200,FC-40,Oblique-Fin,700.0,2.088,,,,,,,,PENDING
DOE_Case_246,OutOfSample_Validation,0.85,450,FC-40,Oblique-Fin,700.0,4.698,,,,,,,,PENDING
DOE_Case_247,OutOfSample_Validation,0.5,300,FC-40,Plate-Fin,400.0,3.132,,,,,,,,PENDING
DOE_Case_248,OutOfSample_Validation,0.5,300,FC-40,Plate-Fin,600.0,3.132,,,,,,,,PENDING
DOE_Case_249,OutOfSample_Validation,0.5,300,FC-40,Plate-Fin,800.0,3.132,,,,,,,,PENDING
DOE_Case_250,OutOfSample_Validation,0.5,300,FC-40,Plate-Fin,950.0,3.132,,,,,,,,PENDING
