case_id,A_bins_sum_m2,A_fin_full_m2,A_wetted,A_wetted_cell_m2,A_wetted_full_m2,D_h,D_h_m,D_h_over_L,H_fin,H_fin_m,N_fin,Nu,Nu_B0,Nu_B1,Nu_B2,Nu_B3,Nu_B4,Nu_cell,Nu_edge,Nu_field,Nu_lmtd,OR,P_TDP,P_sink_W,Phi_X0,Phi_X1,Phi_X2,Phi_X3,Phi_X4,Phi_X5,Phi_eff,Phi_in,Phi_mid,Phi_out,Pr,Pr_film,Pr_inlet,Q_LPM,Q_bins_sum_W,Q_full_sink_LPM,Q_in_W,Q_wall_fluid_W,R_TIM_K_W,R_base_K_W,R_spread_K_W,R_th_K_W,Re_active,Re_ch,Re_label,Re_recomputed_ch_Eq1_140mm,Rth_field,T_base_max_K,T_base_mean_K,T_ch_in_K,T_ch_out_K,T_chip_max_C,T_cl_out_K,T_in_K,T_out_bulk_K,T_out_over_T_wall_mean,T_wall_max_K,T_wall_mean_K,Tchip_field,W_pump_W,accepted,cells,clearance_m,converged,cp_inlet,dH_W,dT_B0_K,dT_B1_K,dT_B2_K,dT_B3_K,dT_B4_K,dT_lmtd_K,dT_wall_bulk_am_K,dT_wall_bulk_bins_K,dT_wall_chbulk_K,dp_field,dp_sink_Pa,energy_balance_pct,fluid,geometry_label,grid,h_W_m2K,h_cell_W_m2K,h_edge_W_m2K,h_lmtd_W_m2K,iterations,k,k_film,m_full_kg_s,m_in_kg_s,mass_split_closure_pct,partitions,passed_energy,passed_mass_split,passed_validity_envelope,phi_eff_field,phi_field,res_Ux_initial,res_Uy_initial,res_Uz_initial,res_h_initial,res_p_rgh_initial,residuals_met,run,solver_rc,stationarity_max_var,stationary,t_fin,thermal_data_source,u_in_m_s
C011,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,7.376695119916366,6.792969063651993,7.927021153862768,8.11405580949437,8.26151843053615,7.115166698137351,1.2162064828817731,2.4746099674785333,7.376695119916366,1.3037674582540677,0.1,700.0,700.0,0.4357854633599214,0.6139724326951053,0.622227110053408,0.6006684395744882,0.5706944829554115,0.5384938392290768,0.5847419830403795,0.43578547738702356,0.6135603093495072,0.5384938392290768,67.54263703321114,45.45253485527019,67.54263703321114,1.4665208820287936,2.9972520609999997,1.4665208820287936,3.00000132,2.99729213,0.006,0.05382629714285721,MISSING,0.059826297142857206,2.8210726130648824,5,5,5,0.059826297142857206,335.828408,328.585054,299.078141,328.391274,66.87840800000005,298.863224,298.15,312.549848,0.6078878246002226,335.422075,321.838331,66.87840800000005,0.0001926764018839228,True,66080,0.0039949999999999986,True,1052.1325,2.9966777156,6.24662799999993,2.172916500000042,1.836525999999992,1.7159970000000158,1.5410679999999957,15.381046181845548,16.488406999999995,2.7063158741273763,8.10362349999997,7.88300000000163,7.88300000000163,0.11078676458714995,FC-40,Plate-Fin,medium,256.486030401108,42.28722590150584,86.04163206311013,45.33170132392829,8457,0.06436200520249999,0.06436200520249999,0.045339863868,0.000193760102,4.12881691175687e-07,calibration,True,True,y,0.5847419830403795,0.43578547738702356,1.4808578e-06,1.2442266e-07,5.5851151e-06,9.7651351e-07,1.3269589e-06,True,pass2 rc=0 wall_s=1254 iterations_this_pass=4457 end=2026-09-04_20:23:10,0,8.89587570528651e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.004357657666898418
C012,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,7.994120833026292,8.385583877209172,8.060952183158536,8.116757156783537,7.8847456274774474,6.887240397551256,1.97596320315187,4.906087654595211,7.994120833026292,2.0688092844283377,0.1,700.0,700.0,0.3696857244885372,0.5973319847791265,0.6473391943387272,0.6630434955671202,0.6626285245246207,0.6516752624636708,0.6290677988102783,0.3696857244885372,0.6579911938165454,0.6516752624636708,67.54263703321114,55.259770926492976,67.54263703321114,2.933041764057587,2.998350469,2.933041764057587,3.00000132,2.99848019,0.006,0.037141950000000014,MISSING,0.04314195000000001,6.303142755114628,10,10,10,0.04314195000000001,324.149365,318.216633,298.432219,317.170624,55.199365000000014,299.075396,298.15,305.413077,0.5297263168059455,323.741573,311.860999,55.199365000000014,0.0010459715770922,True,66080,0.0039949999999999986,True,1052.1325,2.9983192781,3.9743385000000444,2.607174500000042,2.2188450000000444,1.9715205000000537,1.6213390000000345,9.627104443861855,10.079460499999982,2.480200294474462,4.059577500000046,21.396999999997206,21.396999999997206,0.05606803866339957,FC-40,Plate-Fin,medium,279.9719832761225,69.20264884933461,171.8221577423339,72.45432618288176,17571,0.06482933245625,0.06482933245625,0.090679727502,0.000387520203,0.0,calibration,True,True,y,0.6290677988102783,0.3696857244885372,8.8813005e-08,5.2422689e-09,3.6072977e-07,9.9853192e-07,5.3401236e-08,True,pass3 rc=0 wall_s=3097 iterations_this_pass=5571 end=2026-09-04_23:38:42,0,3.149726814861302e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.008715315333796835
C013,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,8.21932190714644,9.320905302721698,7.988161454406235,8.023040625020812,7.945429023794781,7.454814249235496,3.564371585828289,7.957790427176684,8.21932190714644,3.7013499331981046,0.1,700.0,700.0,0.29187952680985596,0.5224753197720617,0.599344885813872,0.6413055621274144,0.6645900389883536,0.672789181289684,0.60297043216646,0.29187952680985596,0.6233415207274031,0.672789181289684,67.54263703321114,61.05321325907576,67.54263703321114,5.866083528115174,2.99851061,5.866083528115174,3.00000132,2.99868974,0.006,0.024272312857142913,MISSING,0.030272312857142915,14.16240946380288,20,20,20,0.030272312857142915,315.140619,311.512244,298.248189,307.84815,46.19061900000004,298.827332,298.15,301.802644,0.4942448621872334,314.722299,305.540353,46.19061900000004,0.005487330068316913,True,66080,0.0039949999999999986,True,1052.1325,2.9984012316,2.8316879999999855,2.597297000000026,2.444120000000055,2.253221499999995,1.8813710000000015,5.3581191611169645,5.564031,2.4019872201621975,2.49218350000001,56.12600000000384,56.12600000000384,0.05333625653204822,FC-40,Plate-Fin,medium,289.10382058531934,125.37207510424282,279.90479529871396,130.19010802830252,11934,0.0651096747125,0.0651096747125,0.181359038952,0.000775038628,0.0,calibration,True,True,y,0.60297043216646,0.29187952680985596,6.2249986e-07,4.29247e-08,9.233323e-06,9.7955086e-07,1.010505e-06,True,pass2 rc=0 wall_s=1794 iterations_this_pass=7934 end=2026-09-04_20:34:37,0,5.950255019474347e-06,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.01743063066759367
C014,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,8.444083147353744,10.92326099103564,8.172178650229078,7.916372894897333,7.841115364640048,7.547860844726481,5.684429702856049,8.818607683685112,8.444083147353744,5.821401467969262,0.1,700.0,700.0,0.2289956026730834,0.42954860904486697,0.5112910406374883,0.5644729099576198,0.6014891207328116,0.624182632277792,0.5275688950475825,0.2289956026730834,0.5403991131042976,0.624182632277792,67.54263703321114,63.811621975695914,67.54263703321114,11.732167056230349,2.9983963559999998,11.732167056230349,3.00000132,2.99861055,0.006,0.017067742857142888,MISSING,0.023067742857142887,30.840175893076665,40,40,40,0.023067742857142887,310.09742,308.092819,298.190619,302.416635,41.147420000000025,298.472845,298.15,299.982508,0.4166837394456697,309.66815,302.547839,41.147420000000025,0.028019739044278496,True,66080,0.0039949999999999986,True,1052.1325,2.9984992316,2.1678115000000275,2.3910055000000057,2.4656179999999495,2.4185054999999807,2.2236125000000584,3.3996667805703162,3.4815850000000523,2.3331383402248487,2.2442120000000045,143.29700000000594,143.29700000000594,0.05006959130271653,FC-40,Plate-Fin,medium,297.62368152082183,200.355783569057,310.82432975907994,205.18354761235344,6712,0.0652443137915,0.0652443137915,0.3627191178,0.0015500817,2.580508993284905e-07,calibration,True,True,y,0.5275688950475825,0.2289956026730834,4.4490086e-07,5.8280535e-08,7.6537085e-06,8.2574889e-07,1.2588951e-06,True,pass2 rc=0 wall_s=597 iterations_this_pass=2712 end=2026-09-04_20:33:07,0,9.865739454774151e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.03486126133518734
C015,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,8.924394851163392,12.920557203209949,9.000944757757264,8.24209187530731,7.926269073113196,7.559552546203725,7.32948405053084,9.121977524217417,8.924394851163392,7.42392154924455,0.1,700.0,700.0,0.19273024101886954,0.36088847118537504,0.4357351387816481,0.4877514102831587,0.5268696194129582,0.5542193875777764,0.4531723367365885,0.19273024101886954,0.46374756950761065,0.5542193875777764,67.54263703321114,64.91524374557315,67.54263703321114,20.531292348403113,2.9982699889999997,20.531292348403113,3.00000132,2.99848569,0.006,0.01405339000000002,MISSING,0.020053390000000018,56.50888312867913,70,70,70,0.020053390000000018,307.987373,306.61076,298.170819,300.238107,39.03737300000002,298.299727,298.15,299.198669,0.3254560926982965,307.552458,301.372152,39.03737300000002,0.10091267064522282,True,66080,0.0039949999999999986,True,1052.1325,2.998208241,1.7648194999999873,2.13298199999997,2.3397860000000037,2.414758000000006,2.378187500000024,2.6634993657099497,2.697817500000042,2.205647286223518,2.1676889999999958,294.903999999995,294.903999999995,0.059769273701520596,FC-40,Plate-Fin,medium,314.81368819809313,258.552198218338,321.78354229638717,261.8835408774305,3543,0.06529839621575,0.06529839621575,0.63475767576,0.00271263964,7.372892302084012e-08,calibration,True,True,y,0.4531723367365885,0.19273024101886954,4.513659e-07,2.5527361e-08,5.8862661e-06,8.3872573e-07,4.8906238e-07,True,rc=0 wall_s=762 iterations=3543 end=2026-09-04_10:13:38,0,6.871500008540257e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.06100720733657786
C016,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,9.482632971200111,14.51784111822561,9.85988171784763,8.785085249531207,8.24704859330852,7.732159087415086,8.36829727370437,9.580035378945572,9.482632971200111,8.436733613323659,0.1,700.0,700.0,0.17555365257290761,0.3229545092904485,0.3911225861945577,0.4397558673863514,0.4774008015334344,0.5048026025110232,0.40716055858930533,0.17555365278565688,0.41714861143085075,0.5048026025110232,67.54263703321114,65.3720444247804,67.54263703321114,29.33041764057587,2.998191106,29.33041764057587,3.00000132,2.99839984,0.006,0.012819097142857215,MISSING,0.018819097142857216,82.44463472143431,100,100,100,0.018819097142857216,307.123368,305.942556,298.163437,299.468641,38.17336800000005,298.237637,298.15,298.884549,0.26913309749882447,306.68673,300.879315,38.17336800000005,0.22423397590396932,True,66080,0.0039949999999999986,True,1052.1325,2.9979958150000003,1.5454019999999673,1.94229949999999,2.192360000000008,2.3268829999999525,2.37098850000001,2.3428803115596604,2.3620405000000346,2.0750347572407986,2.0632760000000303,458.7060000000056,458.7060000000056,0.06685013725259394,FC-40,Plate-Fin,medium,334.6207508764912,295.2983549810701,338.05786237452685,297.7133192025259,1871,0.06532081766225,0.06532081766225,0.9067972750200001,0.00387520203,5.161020103840948e-08,calibration,True,True,y,0.40716055858930533,0.17555365278565688,5.2574925e-07,3.3059769e-08,7.1163989e-06,9.2318931e-07,5.8356707e-07,True,rc=0 wall_s=457 iterations=1871 end=2026-09-04_10:08:58,0,0.00026636134996286593,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.08715315333796836
C017,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,10.409166976116586,16.659561549790126,11.107114575744495,9.706036523119764,8.927539888460275,8.218143192883499,9.657328483991748,10.436588281109108,10.409166976116586,9.703901965244548,0.1,700.0,700.0,0.16060080524834622,0.2857366601817158,0.3455695179431523,0.3891708270197367,0.4237033703175334,0.4494167017555362,0.35932085236048283,0.16060080524834622,0.36878234185570435,0.4494167017555362,67.54263703321114,65.76559999601409,67.54263703321114,43.99562646086382,2.9981048770000003,43.99562646086382,3.00000132,2.99829904,0.006,0.011722145714285748,MISSING,0.01772214571428575,125.90987921274807,150,150,150,0.01772214571428575,306.355502,305.313277,298.15805,298.937587,37.40550200000003,298.196126,298.15,298.64009,0.21390726771427446,305.917927,300.441133,37.40550200000003,0.5472080695344962,True,66080,0.0039949999999999986,True,1052.1325,2.997880738,1.327218500000015,1.7222184999999968,1.9867035000000328,2.157121000000018,2.2582660000000487,2.036267884189792,2.0460879999999975,1.8897194107704554,1.893314499999974,746.2670000000071,746.2670000000071,0.07068603556480672,FC-40,Plate-Fin,medium,367.42476945056455,340.8862303660384,368.39269192582395,342.53019002689155,1299,0.065340151859,0.065340151859,1.36019799396,0.00581281194,3.440675550237041e-08,calibration,True,True,y,0.35932085236048283,0.16060080524834622,1.1317322e-07,5.5816802e-09,1.2351688e-06,1.8075828e-07,7.1311912e-08,True,pass2 rc=0 wall_s=76 iterations_this_pass=264 end=2026-09-04_20:34:23,0,0.00013979694601474728,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.13072973000695257
C018,0.004317984375,0.9927894600000001,1.0058579600000002,0.0042987400000000005,1.0058579600000002,0.0018510906381249154,0.0018510906381249154,0.015687208797668776,0.03595500000000001,0.03595500000000001,117,12.022818740618833,19.87178965728551,13.091538825003838,11.273491421826865,10.218846570560972,9.28924273708386,11.554643481435784,12.012118682357492,12.022818740618833,11.5833424046084,0.1,700.0,700.0,0.14716712039544055,0.24737600880779062,0.29673936545871427,0.33339458467748867,0.36301784123341935,0.38516365641707534,0.307496396127384,0.14716712039544055,0.31616360795715026,0.38516365641707534,67.54263703321114,66.13900445252332,67.54263703321114,73.32604410143968,2.9979925869999997,73.32604410143968,3.00000132,2.9981632,0.006,0.010585391428571468,MISSING,0.016585391428571468,213.20821990113987,250,250,250,0.016585391428571468,305.559774,304.642205,298.15414,298.570557,36.60977400000003,298.169686,298.15,298.444482,0.15859685178124652,305.121551,300.006796,36.60977400000003,1.650779454049828,True,66080,0.0039949999999999986,True,1052.1325,2.996837354,1.0969099999999798,1.4598440000000323,1.7134150000000545,1.8920629999999505,2.0184165000000007,1.7053194015094837,1.709555000000023,1.6355684530549661,1.6444475000000125,1350.7719999999972,1350.7719999999972,0.10546548692851229,FC-40,Plate-Fin,medium,424.5029991515768,407.9726158912581,424.12520032411123,408.98592060972953,1204,0.06535851072349999,0.06535851072349999,2.26699318872,0.00968800508,1.7905889413270283e-14,calibration,True,True,y,0.307496396127384,0.14716712039544055,9.7258106e-09,1.1720341e-09,1.2073577e-07,3.1730752e-08,8.4327624e-09,True,pass2 rc=0 wall_s=130 iterations_this_pass=528 end=2026-09-04_20:36:33,0,1.2764602756604017e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.21788288334492087
C019,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,2.3745350024950693,2.1960586162020013,4.596797673104139,4.511307937857361,4.907359660627478,2.0823766603591882,0.17234348182352177,0.39797332703917937,2.3745350024950693,0.17346642387560426,0.2,700.0,700.0,0.7043529163860213,0.879098969672751,0.9087829298665333,0.8961212546400767,0.8986127980339451,0.8823500164423949,0.8880554606811415,0.7043529163860213,0.9184920386736745,0.8823500164423949,67.54263703321114,16.092063695440135,67.54263703321114,0.5231074621603317,3.280639736,0.5231074621603317,3.00000132,2.95840407,0.006,0.24728265428571433,MISSING,0.25328265428571434,0.5912941672279575,2,2,2,0.25328265428571434,471.247858,454.472797,318.765108,462.9613,202.29785800000002,317.405237,298.15,334.65949,0.24406857121739975,470.870266,447.737019,202.29785800000002,3.74021835447885e-06,False,66080,0.007989999999999997,False,1052.1325,2.94113124912,45.90181949999999,1.5766415000000507,1.2354449999999702,1.1225875000000087,2.5736425000000054,130.48208910556772,131.33227399999998,10.518818492483511,56.87381499999998,0.4290000000037253,0.4290000000037253,1.9623348325726686,FC-40,Plate-Fin,medium,81.09121933587699,5.885591524645866,13.590931411351056,5.923940397225643,4000,0.06301265,0.06301265,0.016172653231799998,6.91139027e-05,1.4468869665123193e-07,calibration,False,True,n,0.8880554606811415,0.7043529163860213,2.9508524e-05,6.836109e-06,0.00013423996,1.5633894e-05,0.0001765472,False,rc=0 wall_s=896 iterations=4000 end=2026-09-04_10:28:04,0,0.004038971378732028,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.0015543748957336614
C020,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,5.1552703925564805,4.958141849875942,6.9306667089939165,6.338082042057815,5.67123870395027,2.8575181115352137,0.4182191676356564,1.0569178967580986,5.1552703925564805,0.4211605974500212,0.2,700.0,700.0,0.6584174766287955,0.8246560199284262,0.870296533163488,0.8829429356030064,0.8921034724755071,0.8843964845132298,0.8649117945570224,0.6584174766287955,0.883894487287405,0.8843964845132298,67.54263703321114,16.092063695440135,67.54263703321114,1.3077686554008292,3.016200555,1.3077686554008292,3.00000132,2.98846154,0.006,0.12002452000000005,MISSING,0.12602452000000006,1.7079126168560226,5,5,5,0.12602452000000006,382.167164,366.846672,301.768776,376.388985,113.21716400000004,305.928254,298.15,313.932731,0.25227422302994257,381.790315,360.711806,113.21716400000004,3.0144067507024637e-05,False,66080,0.007989999999999997,False,1052.1325,2.96939095304,15.725729000000001,2.2185574999999744,1.5735039999999572,1.2477235000000633,1.4482224999999858,54.288616405759505,54.67044050000004,4.454467173349189,21.632925500000056,1.3830000000016298,1.3830000000016298,1.0203451163814812,FC-40,Plate-Fin,medium,176.05432714164348,14.28233410649896,36.094124068909245,14.382784986350009,4000,0.06301265,0.06301265,0.040431789216,0.000172785424,1.157505103224802e-07,calibration,False,True,n,0.8649117945570224,0.6584174766287955,7.7731787e-05,1.9442598e-05,0.00036217009,6.2770222e-05,0.00078230147,False,rc=0 wall_s=880 iterations=4000 end=2026-09-04_10:28:18,0,0.004010852385661788,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.0038859372393341535
C021,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,6.603891060470026,7.13409983112868,7.799390918169026,6.763147171451086,5.6313737956840155,3.6124478973484075,0.6986882158039529,1.9058465410298726,6.603891060470026,0.702075166340987,0.2,700.0,700.0,0.6642526298967858,0.850108955858132,0.8753670916560202,0.8758352072177051,0.8774446476954418,0.8698345682761225,0.862026897948173,0.6642526298967858,0.8768261125388755,0.8698345682761225,67.54263703321114,38.737665605598735,67.54263703321114,2.6155373108016584,3.000109888,2.6155373108016584,3.00000132,2.99519851,0.006,0.07714392428571436,MISSING,0.08314392428571436,3.3574737010321423,10,10,10,0.08314392428571436,352.150747,340.270845,299.318716,345.607898,83.20074700000005,300.244012,298.15,305.898959,0.21439695481116913,351.763981,334.293046,83.20074700000005,0.00017040225579871283,False,66080,0.007989999999999997,False,1052.1325,2.8600092192999997,8.43996450000003,2.5000949999999875,2.087953500000026,1.9950484999999958,1.965396500000054,32.11289650357201,32.26856650000002,3.4029291162303315,11.829739000000018,3.9089999999996508,3.9089999999996508,4.666401303450101,FC-40,Plate-Fin,medium,229.2273906244712,24.25213788390513,66.15376079505738,24.369702184507513,4000,0.06404704537025,0.06404704537025,0.080863474302,0.000345570403,8.681299139564046e-07,calibration,False,True,n,0.862026897948173,0.6642526298967858,0.00019663018,0.0001725041,0.0010939253,0.00034645693,0.0033015194,False,rc=0 wall_s=854 iterations=4000 end=2026-09-04_10:29:29,0,0.18170000044956325,False,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.007771874478668307
C022,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,8.039247279716033,8.942721123120737,8.283232703859692,8.053489771802136,7.345785853284666,5.328253137208019,1.2255072780234295,4.328885375578786,8.039247279716033,1.2306156038557512,0.2,700.0,700.0,0.5954406247123996,0.8278978376951068,0.8833852712289723,0.9060132007275578,0.9122085369352844,0.9068921518932631,0.8837809281959609,0.5954406247123996,0.8974074189547439,0.9068921518932631,67.54263703321114,51.68921128896016,67.54263703321114,5.231074621603317,2.9979117010000005,5.231074621603317,3.00000132,2.99796623,0.006,0.05092770714285718,MISSING,0.05692770714285718,8.091187505752009,20,20,20,0.05692770714285718,333.799395,324.140094,298.451433,328.065194,64.84939500000003,299.537064,298.15,302.214158,0.2004808788929472,333.410242,318.422048,64.84939500000003,0.001204367747047005,True,66080,0.007989999999999997,True,1052.1325,2.9978872244,4.974665000000016,3.169009000000017,2.3551269999999818,1.8277190000000019,1.4965464999999654,18.164254288979375,18.23996900000003,2.7669089277611554,5.163734500000032,13.813999999998487,13.813999999998487,0.07046982232661443,FC-40,Plate-Fin,medium,281.7125687211002,42.9444189569174,151.69348278792842,43.12342571489071,17221,0.0646581576185,0.0646581576185,0.161726532318,0.000691139027,0.0,calibration,True,True,y,0.8837809281959609,0.5954406247123996,1.6396692e-07,1.9916071e-08,5.1233018e-07,9.9711586e-07,5.0790625e-07,True,pass3 rc=0 wall_s=2677 iterations_this_pass=5221 end=2026-09-04_23:31:42,0,9.382838362670597e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.015543748957336614
C023,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,8.357863838748264,9.84363457248321,8.106703025970539,8.106087365783617,7.8949521883955915,7.104908578072649,2.596933480073751,10.342583372793527,8.357863838748264,2.6094184630067896,0.2,700.0,700.0,0.4988648340697361,0.7498602859761736,0.8327933918468813,0.8776062431197765,0.902878038829714,0.9143829926846481,0.8582877725916859,0.4988648340697361,0.8584153588598346,0.9143829926846481,67.54263703321114,60.070491754453656,67.54263703321114,10.462149243206634,2.998354786,10.462149243206634,3.00000132,2.99848393,0.006,0.029427470000000053,MISSING,0.03542747000000005,20.045406637210554,40,40,40,0.03542747000000005,318.749229,313.17901,298.233725,312.927129,49.79922900000004,298.995128,298.15,300.196119,0.21361210423247176,318.346251,307.728666,49.79922900000004,0.0083955260293654,True,66080,0.007989999999999997,True,1052.1325,2.9986407041,3.171782500000063,3.0831130000000257,2.8516609999999787,2.4226565000000164,1.6945759999999837,8.51467147840468,8.555606499999953,2.6453052317782544,2.1482389999999896,48.14800000000105,48.14800000000105,0.045353843377639494,FC-40,Plate-Fin,medium,294.70634108812027,91.5703795524379,364.6894663518837,92.01061209387811,18504,0.06506189047024999,0.06506189047024999,0.323454105,0.0013822825,0.0,calibration,True,True,y,0.8582877725916859,0.4988648340697361,4.5028301e-08,4.5725827e-09,3.1720288e-07,9.74393e-07,5.8229186e-08,True,pass3 rc=0 wall_s=3438 iterations_this_pass=6504 end=2026-09-04_23:44:23,0,0.0002037204838882955,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.031087497914673228
C024,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,8.489012085129573,11.389465020204092,8.145247136965285,7.854001165076357,7.782864476731845,7.47440878882222,4.563972782864267,10.341378510817469,8.489012085129573,4.586365743302145,0.2,700.0,700.0,0.4257656096156299,0.6646357046898096,0.758748926188617,0.8165255639932507,0.854284660441169,0.8761467483889779,0.7946417739156975,0.4257656096156299,0.7908082207909743,0.8761467483889779,67.54263703321114,63.30701039380408,67.54263703321114,18.308761175611608,2.998297442,18.308761175611608,3.00000132,2.9984929,0.006,0.01924243000000006,MISSING,0.02524243000000006,40.196407326905906,70,70,70,0.02524243000000006,311.619701,308.758185,298.186349,304.71316,42.669701000000046,298.550972,298.15,299.323223,0.21554498632569205,311.19845,303.593054,42.669701000000046,0.0379226318770253,True,66080,0.007989999999999997,True,1052.1325,2.9980843769999996,2.396056500000043,2.751382499999977,2.848396999999977,2.7148899999999685,2.280768500000022,4.832730888048842,4.856442500000014,2.5980888265126105,2.143299499999955,124.27700000000186,124.27700000000186,0.06389807188485962,FC-40,Plate-Fin,medium,300.05645234978175,161.3202417565306,365.5310320264193,162.11175344236844,9168,0.06521962654025,0.06521962654025,0.56604442284,0.00241899326,0.0,calibration,True,True,y,0.7946417739156975,0.4257656096156299,3.816983e-07,1.7066913e-08,5.3531832e-06,9.5099889e-07,4.8793558e-07,True,pass2 rc=0 wall_s=1132 iterations_this_pass=5168 end=2026-09-04_20:56:49,0,2.9977779526200813e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.05440312135067815
C025,0.003846075,0.8824795200000002,0.8955480200000002,0.003827330000000001,0.8955480200000002,0.0018451534487997569,0.0018451534487997569,0.015636893633896247,0.03196000000000001,0.03196000000000001,117,8.720005737831064,12.818021958763973,8.661368608449106,7.933905564172245,7.708011879710496,7.422081068537792,5.928793299043993,9.74126536576928,8.720005737831064,5.952921890237823,0.2,700.0,700.0,0.3865157514661347,0.6088426068131766,0.703776852972495,0.7652485796838477,0.8080467846084608,0.835044087962591,0.7402314931020193,0.3865157514661347,0.7374326393592113,0.835044087962591,67.54263703321114,64.34424906045479,67.54263703321114,26.155373108016583,2.998211608,26.155373108016583,3.00000132,2.99842688,0.006,0.015847612857142913,MISSING,0.021847612857142915,61.34842485338653,100,100,100,0.021847612857142915,309.243329,307.276641,298.172297,301.874141,40.29332900000004,298.382936,298.15,298.972496,0.19834776114327846,308.813974,302.296737,40.29332900000004,0.09532979613544243,True,66080,0.007989999999999997,True,1052.1325,2.9978765340000004,2.0467610000000036,2.5151840000000334,2.749911999999995,2.768732,2.5580359999999587,3.7203481853459928,3.7354890000000296,2.527225412451653,2.2735179999999673,218.68499999999767,218.68499999999767,0.07082616883647057,FC-40,Plate-Fin,medium,308.46120612535196,209.7249459317322,344.5872117808603,210.57846995058287,5646,0.0652703995175,0.0652703995175,0.8086347430199999,0.00345570403,0.0,calibration,True,True,y,0.7402314931020193,0.3865157514661347,5.2205887e-07,2.9932413e-08,3.4969889e-06,9.2296026e-07,6.4279039e-07,True,pass2 rc=0 wall_s=301 iterations_this_pass=1646 end=2026-09-04_21:01:50,0,5.429608808329098e-05,True,0.00025,chtMultiRegionSimpleFoam unit cell (this campaign),0.07771874478668307
